"site_id","lat","lon"
"c2cafbdc-9b19-47c9-9424-d9d73b3bbe08",35.3620810931316,-114.82439201811
"cb546cb4-2967-416f-953e-6249676c2c48",35.3620810931316,-114.82439201811
"48ff0b3c-b870-4de2-810d-f81d06d4511c",35.3620810931316,-114.82439201811
"1c2d9309-a979-4e5a-9334-0fec97707f07",35.3620810931316,-114.82439201811
"bc885f4b-1dd6-4b2d-b918-c8b91398719b",35.3620810931316,-114.82439201811
"f7341f42-b8eb-495a-8555-84ad23658911",35.3620810931316,-114.82439201811
"6dd37ad3-a4c4-4181-9300-7d8a1c6d4b30",35.3620810931316,-114.82439201811
"f8e8a244-847a-4119-8e25-130ae0ca3118",35.3620810931316,-114.82439201811
"62befa36-2103-48f1-aca7-2027fa60557a",35.3620810931316,-114.82439201811
"76898c72-3352-482c-bb1c-10ad365d7b19",35.3620810931316,-114.82439201811
"debcb790-7bcc-411b-b7b1-fb8c6258ac83",35.3620810931316,-114.82439201811
"0eccbd9e-cdb0-45d1-9966-f89aecf108c5",35.3620810931316,-114.82439201811
"3a22a1ee-c164-4ad9-9023-a71c584ad53a",35.3620810931316,-114.82439201811
"5da30ae3-cf04-4f82-9028-8188cfec203e",35.3620810931316,-114.82439201811
"544de001-c44b-41d9-92e5-e8ef9ef2e601",35.3620810931316,-114.82439201811
"f5d3db45-2bc3-46b7-ae38-e88aef9d22e3",35.3620810931316,-114.82439201811
"164927c6-21dc-4d71-920c-f5ec99d82a33",35.3620810931316,-114.82439201811
"1cef396b-f4bd-451c-8213-4bfa384b8986",35.3620810931316,-114.82439201811
"c803d677-e511-4fd2-af9e-9fa50a6aa34b",35.3620810931316,-114.82439201811
"fb5d7df7-a83c-4802-93eb-f0e1ee14895d",35.3620810931316,-114.82439201811
"bdc353ea-9643-4e61-9854-235511352e4a",35.3620810931316,-114.82439201811
"61f2f394-949e-4e3b-9e4c-1145f08ae4e5",35.3620810931316,-114.82439201811
"e8ece41e-3e70-4ea4-ae11-3e3b09877e26",35.3620810931316,-114.82439201811
"00a1cd0c-5a1d-4903-beff-d18e3a6b85b3",35.3620810931316,-114.82439201811
"a81d3c2f-cf8f-416e-b7db-b8ba70be5cfd",35.3620810931316,-114.82439201811
"6ad88e7c-32ce-4aa5-a1a4-e6a899e39ecb",35.3620810931316,-114.82439201811
"13e0e81c-e87e-49dd-94fd-d5623d4f4fb4",35.3620810931316,-114.82439201811
"539509ef-c0a1-4a78-b192-ceb8a8c82794",35.3620810931316,-114.82439201811
"323695fe-7b35-44cf-a5e8-886a0bffebef",35.3620810931316,-114.82439201811
"262c7f95-712d-4928-bbef-21c1b1b79422",35.3620810931316,-114.82439201811
"6a840ddf-fb14-4d91-89ed-e3f454fb86c0",35.3620810931316,-114.82439201811
"f0e8daea-e525-4b82-a42c-485b79f2b561",35.3620810931316,-114.82439201811
"dac695c3-f814-48a7-98d4-3a4d62203054",35.3620810931316,-114.82439201811
"d4c9948f-44ac-406c-8d9a-bc7c4a45c29b",35.3620810931316,-114.82439201811
"3ed54680-877d-44c5-bb52-6665cf27eb97",35.3620810931316,-114.82439201811
"704dca3f-ede3-4c70-89f9-0ba35d9ea311",35.3620810931316,-114.82439201811
"ff24dee2-f360-4c69-9f71-c84ceaf87656",35.3620810931316,-114.82439201811
"2f61bfb3-17d4-4cdb-a9e9-93a542301cf6",35.3620810931316,-114.82439201811
"4e142bb4-4a2d-4685-b8d9-2020847995e9",35.3620810931316,-114.82439201811
"a68fb879-2b0b-4f16-83bb-6cc7c23569bd",35.3620810931316,-114.82439201811
"8ea5f88a-fe4d-4588-9986-244c2c1d271c",35.3620810931316,-114.82439201811
"373e267e-b7fd-4493-9056-1d208036d560",35.3620810931316,-114.82439201811
"c5c48909-9dc2-4fc2-8baf-b50cc358917e",35.3620810931316,-114.82439201811
"0a2dbab4-4201-4676-a01c-1de797cbab6d",35.3620810931316,-114.82439201811
"8848ff18-13bb-41ee-841d-c219724f4ef1",35.3620810931316,-114.82439201811
"989bf550-6008-4adf-bbd7-c1d48aeff501",35.3620810931316,-114.82439201811
"b4c1c4ea-06ae-4714-bcc4-2cc07d6f668a",35.3620810931316,-114.82439201811
"c789a635-062f-4b05-bd31-a8f557cf5d1d",35.3620810931316,-114.82439201811
"d30f386b-d2b5-4ef1-ba29-57e19c2274d1",35.3620810931316,-114.82439201811
"c12ba3f9-63b5-43c4-94df-22c8a593cd7a",35.3620810931316,-114.82439201811
"05bcc519-08d2-4602-b2dd-c4921cb46565",35.3620810931316,-114.82439201811
"e049047d-e4d3-4aaf-a89e-6f68d196c66c",35.3620810931316,-114.82439201811
"c8e39fe5-96d4-4bb0-8afd-8420e278c12c",35.3620810931316,-114.82439201811
"1ce338b4-afbd-4eb9-a648-51be961759d2",35.3620810931316,-114.82439201811
"3bfc37ba-d5d8-4efa-b393-bc3e5a9c849a",35.3620810931316,-114.82439201811
